ParentNode [0,766] X:-320.00,320.00  Y:-320.00,320.00  Z:-320.00,320.00
ParentNode [2432,8] X:-80.00,0.00  Y:-80.00,0.00  Z:-80.00,0.00
Parent: 2432,8] ChildBox 0)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-40.00,0.00)
Parent: 2432,8] ChildBox 1)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-40.00,0.00)
Parent: 2432,8] ChildBox 2)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-80.00,-40.00)
Parent: 2432,8] ChildBox 3)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-80.00,-40.00)
Parent: 2432,8] ChildBox 4)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-40.00,0.00)
Parent: 2432,8] ChildBox 5)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-40.00,0.00)
Parent: 2432,8] ChildBox 6)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-80.00,-40.00)
Parent: 2432,8] ChildBox 7)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-80.00,-40.00)
mzb:104, mmb:13  X:(-21.45,-12.13),  Y:(-12.77,-6.99),  Z:(-72.86,-63.69)
mzb:105, mmb:13  X:(-29.42,-19.71),  Y:(-13.03,-7.25),  Z:(-60.92,-51.27)
mzb:106, mmb:14  X:(-15.02,-11.82),  Y:(-8.28,-7.62),  Z:(-55.26,-51.22)
mzb:107, mmb:14  X:(-20.15,-15.80),  Y:(-9.12,-7.89),  Z:(-52.21,-47.46)
mzb:108, mmb:14  X:(-12.56,-9.63),  Y:(-14.69,-12.82),  Z:(-47.50,-43.68)
mzb:764, mmb:4  X:(-13.77,-9.81),  Y:(-10.79,-8.79),  Z:(-50.09,-49.48)
mzb:765, mmb:4  X:(-16.39,-13.72),  Y:(-10.79,-8.79),  Z:(-50.10,-47.12)
ParentNode [2440,7] X:-40.00,0.00  Y:-40.00,0.00  Z:-80.00,-40.00
Parent: 2440,7] ChildBox 0)  X:(-40.00,-20.00)  Y:(-40.00,-20.00)  Z:(-60.00,-40.00)
Parent: 2440,7] ChildBox 1)  X:(-20.00,0.00)  Y:(-40.00,-20.00)  Z:(-60.00,-40.00)
Parent: 2440,7] ChildBox 2)  X:(-40.00,-20.00)  Y:(-40.00,-20.00)  Z:(-80.00,-60.00)
Parent: 2440,7] ChildBox 3)  X:(-20.00,0.00)  Y:(-40.00,-20.00)  Z:(-80.00,-60.00)
Parent: 2440,7] ChildBox 4)  X:(-40.00,-20.00)  Y:(-20.00,0.00)  Z:(-60.00,-40.00)
Parent: 2440,7] ChildBox 5)  X:(-20.00,0.00)  Y:(-20.00,0.00)  Z:(-60.00,-40.00)
mzb:106, mmb:14  X:(-15.02,-11.82),  Y:(-8.28,-7.62),  Z:(-55.26,-51.22)
mzb:108, mmb:14  X:(-12.56,-9.63),  Y:(-14.69,-12.82),  Z:(-47.50,-43.68)
mzb:764, mmb:4  X:(-13.77,-9.81),  Y:(-10.79,-8.79),  Z:(-50.09,-49.48)
mzb:765, mmb:4  X:(-16.39,-13.72),  Y:(-10.79,-8.79),  Z:(-50.10,-47.12)
ParentNode [2447,4] X:-20.00,0.00  Y:-20.00,0.00  Z:-60.00,-40.00
Parent: 2447,4] ChildBox 0)  X:(-20.00,-10.00)  Y:(-20.00,-10.00)  Z:(-50.00,-40.00)
Parent: 2447,4] ChildBox 1)  X:(-10.00,0.00)  Y:(-20.00,-10.00)  Z:(-50.00,-40.00)
Parent: 2447,4] ChildBox 2)  X:(-20.00,-10.00)  Y:(-20.00,-10.00)  Z:(-60.00,-50.00)
Parent: 2447,4] ChildBox 3)  X:(-10.00,0.00)  Y:(-20.00,-10.00)  Z:(-60.00,-50.00)
Parent: 2447,4] ChildBox 4)  X:(-20.00,-10.00)  Y:(-10.00,0.00)  Z:(-50.00,-40.00)
Parent: 2447,4] ChildBox 5)  X:(-10.00,0.00)  Y:(-10.00,0.00)  Z:(-50.00,-40.00)
Parent: 2447,4] ChildBox 6)  X:(-20.00,-10.00)  Y:(-10.00,0.00)  Z:(-60.00,-50.00)
mzb:106, mmb:14  X:(-15.02,-11.82),  Y:(-8.28,-7.62),  Z:(-55.26,-51.22)
Parent: 2447,4] ChildBox 7)  X:(-10.00,0.00)  Y:(-10.00,0.00)  Z:(-60.00,-50.00)
Parent: 2440,7] ChildBox 6)  X:(-40.00,-20.00)  Y:(-20.00,0.00)  Z:(-80.00,-60.00)
Parent: 2440,7] ChildBox 7)  X:(-20.00,0.00)  Y:(-20.00,0.00)  Z:(-80.00,-60.00)
Parent: 2404,28] ChildBox 6)  X:(-160.00,-80.00)  Y:(-80.00,0.00)  Z:(-160.00,-80.00)
mzb:100, mmb:14  X:(-95.69,-92.80),  Y:(-8.06,-7.26),  Z:(-95.94,-92.11)
mzb:101, mmb:13  X:(-103.89,-95.90),  Y:(-12.86,-7.09),  Z:(-111.50,-103.80)
mzb:102, mmb:14  X:(-91.82,-87.60),  Y:(-7.85,-7.16),  Z:(-107.34,-103.85)
mzb:103, mmb:13  X:(-109.06,-99.90),  Y:(-12.98,-7.20),  Z:(-99.68,-90.36)
mzb:109, mmb:25  X:(-106.00,-94.00),  Y:(-22.00,-7.25),  Z:(-88.00,-84.00)
mzb:110, mmb:26  X:(-105.50,-94.50),  Y:(-19.01,-7.30),  Z:(-88.00,-86.00)
mzb:111, mmb:27  X:(-100.80,-94.00),  Y:(-19.00,-8.00),  Z:(-85.40,-84.60)
mzb:112, mmb:28  X:(-106.00,-99.20),  Y:(-19.00,-8.00),  Z:(-85.40,-84.60)
ParentNode [2452,8] X:-160.00,-80.00  Y:-80.00,0.00  Z:-160.00,-80.00
Parent: 2452,8] ChildBox 0)  X:(-160.00,-120.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2452,8] ChildBox 1)  X:(-120.00,-80.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2452,8] ChildBox 2)  X:(-160.00,-120.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2452,8] ChildBox 3)  X:(-120.00,-80.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2452,8] ChildBox 4)  X:(-160.00,-120.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
Parent: 2452,8] ChildBox 5)  X:(-120.00,-80.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
mzb:100, mmb:14  X:(-95.69,-92.80),  Y:(-8.06,-7.26),  Z:(-95.94,-92.11)
mzb:101, mmb:13  X:(-103.89,-95.90),  Y:(-12.86,-7.09),  Z:(-111.50,-103.80)
mzb:102, mmb:14  X:(-91.82,-87.60),  Y:(-7.85,-7.16),  Z:(-107.34,-103.85)
mzb:103, mmb:13  X:(-109.06,-99.90),  Y:(-12.98,-7.20),  Z:(-99.68,-90.36)
mzb:109, mmb:25  X:(-106.00,-94.00),  Y:(-22.00,-7.25),  Z:(-88.00,-84.00)
mzb:110, mmb:26  X:(-105.50,-94.50),  Y:(-19.01,-7.30),  Z:(-88.00,-86.00)
mzb:111, mmb:27  X:(-100.80,-94.00),  Y:(-19.00,-8.00),  Z:(-85.40,-84.60)
mzb:112, mmb:28  X:(-106.00,-99.20),  Y:(-19.00,-8.00),  Z:(-85.40,-84.60)
ParentNode [2460,8] X:-120.00,-80.00  Y:-40.00,0.00  Z:-120.00,-80.00
Parent: 2460,8] ChildBox 0)  X:(-120.00,-100.00)  Y:(-40.00,-20.00)  Z:(-100.00,-80.00)
Parent: 2460,8] ChildBox 1)  X:(-100.00,-80.00)  Y:(-40.00,-20.00)  Z:(-100.00,-80.00)
Parent: 2460,8] ChildBox 2)  X:(-120.00,-100.00)  Y:(-40.00,-20.00)  Z:(-120.00,-100.00)
Parent: 2460,8] ChildBox 3)  X:(-100.00,-80.00)  Y:(-40.00,-20.00)  Z:(-120.00,-100.00)
Parent: 2460,8] ChildBox 4)  X:(-120.00,-100.00)  Y:(-20.00,0.00)  Z:(-100.00,-80.00)
Parent: 2460,8] ChildBox 5)  X:(-100.00,-80.00)  Y:(-20.00,0.00)  Z:(-100.00,-80.00)
mzb:100, mmb:14  X:(-95.69,-92.80),  Y:(-8.06,-7.26),  Z:(-95.94,-92.11)
Parent: 2460,8] ChildBox 6)  X:(-120.00,-100.00)  Y:(-20.00,0.00)  Z:(-120.00,-100.00)
Parent: 2460,8] ChildBox 7)  X:(-100.00,-80.00)  Y:(-20.00,0.00)  Z:(-120.00,-100.00)
mzb:102, mmb:14  X:(-91.82,-87.60),  Y:(-7.85,-7.16),  Z:(-107.34,-103.85)
Parent: 2452,8] ChildBox 6)  X:(-160.00,-120.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
Parent: 2452,8] ChildBox 7)  X:(-120.00,-80.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
Parent: 2404,28] ChildBox 7)  X:(-80.00,0.00)  Y:(-80.00,0.00)  Z:(-160.00,-80.00)
mzb:27, mmb:32  X:(-40.00,-6.63),  Y:(-5.17,-2.21),  Z:(-156.86,-120.00)
mzb:33, mmb:37  X:(-54.50,-40.00),  Y:(-4.45,-1.96),  Z:(-160.00,-145.50)
mzb:35, mmb:37  X:(-40.00,-25.50),  Y:(-4.45,-1.96),  Z:(-120.00,-105.50)
mzb:46, mmb:36  X:(-80.00,-75.95),  Y:(-18.00,-7.62),  Z:(-144.37,-135.61)
mzb:176, mmb:76  X:(-21.94,-20.83),  Y:(-0.10,0.00),  Z:(-154.04,-152.74)
ParentNode [2470,5] X:-80.00,0.00  Y:-80.00,0.00  Z:-160.00,-80.00
Parent: 2470,5] ChildBox 0)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2470,5] ChildBox 1)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2470,5] ChildBox 2)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2470,5] ChildBox 3)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2470,5] ChildBox 4)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
Parent: 2470,5] ChildBox 5)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
Parent: 2470,5] ChildBox 6)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
mzb:46, mmb:36  X:(-80.00,-75.95),  Y:(-18.00,-7.62),  Z:(-144.37,-135.61)
Parent: 2470,5] ChildBox 7)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
mzb:176, mmb:76  X:(-21.94,-20.83),  Y:(-0.10,0.00),  Z:(-154.04,-152.74)
Parent: 2365,39] ChildBox 6)  X:(-320.00,-160.00)  Y:(-160.00,0.00)  Z:(-320.00,-160.00)
Parent: 2365,39] ChildBox 7)  X:(-160.00,0.00)  Y:(-160.00,0.00)  Z:(-320.00,-160.00)
mzb:19, mmb:66  X:(-41.00,-11.57),  Y:(-18.49,-6.83),  Z:(-272.31,-239.00)
mzb:20, mmb:66  X:(-68.43,-39.00),  Y:(-18.49,-6.83),  Z:(-281.00,-247.69)
mzb:21, mmb:70  X:(-65.37,-54.55),  Y:(-18.12,-7.49),  Z:(-291.61,-279.00)
mzb:25, mmb:44  X:(-24.25,-15.73),  Y:(-20.70,-7.51),  Z:(-240.00,-235.08)
mzb:37, mmb:34  X:(-54.50,-40.00),  Y:(-4.27,-1.25),  Z:(-214.50,-200.00)
mzb:38, mmb:45  X:(-40.00,0.00),  Y:(-5.45,-2.60),  Z:(-214.50,-201.51)
mzb:130, mmb:7  X:(-24.25,-15.73),  Y:(-20.70,-7.51),  Z:(-240.00,-235.08)
mzb:170, mmb:80  X:(-3.28,-1.40),  Y:(-0.40,0.00),  Z:(-207.85,-202.39)
mzb:180, mmb:80  X:(-33.58,-31.70),  Y:(-0.40,0.00),  Z:(-202.82,-197.35)
mzb:181, mmb:81  X:(-47.18,-42.81),  Y:(-0.30,0.00),  Z:(-205.83,-198.82)
ParentNode [2477,10] X:-160.00,0.00  Y:-160.00,0.00  Z:-320.00,-160.00
Parent: 2477,10] ChildBox 0)  X:(-160.00,-80.00)  Y:(-160.00,-80.00)  Z:(-240.00,-160.00)
Parent: 2477,10] ChildBox 1)  X:(-80.00,0.00)  Y:(-160.00,-80.00)  Z:(-240.00,-160.00)
Parent: 2477,10] ChildBox 2)  X:(-160.00,-80.00)  Y:(-160.00,-80.00)  Z:(-320.00,-240.00)
Parent: 2477,10] ChildBox 3)  X:(-80.00,0.00)  Y:(-160.00,-80.00)  Z:(-320.00,-240.00)
Parent: 2477,10] ChildBox 4)  X:(-160.00,-80.00)  Y:(-80.00,0.00)  Z:(-240.00,-160.00)
Parent: 2477,10] ChildBox 5)  X:(-80.00,0.00)  Y:(-80.00,0.00)  Z:(-240.00,-160.00)
mzb:25, mmb:44  X:(-24.25,-15.73),  Y:(-20.70,-7.51),  Z:(-240.00,-235.08)
mzb:37, mmb:34  X:(-54.50,-40.00),  Y:(-4.27,-1.25),  Z:(-214.50,-200.00)
mzb:38, mmb:45  X:(-40.00,0.00),  Y:(-5.45,-2.60),  Z:(-214.50,-201.51)
mzb:170, mmb:80  X:(-3.28,-1.40),  Y:(-0.40,0.00),  Z:(-207.85,-202.39)
mzb:180, mmb:80  X:(-33.58,-31.70),  Y:(-0.40,0.00),  Z:(-202.82,-197.35)
mzb:181, mmb:81  X:(-47.18,-42.81),  Y:(-0.30,0.00),  Z:(-205.83,-198.82)
ParentNode [2487,6] X:-80.00,0.00  Y:-80.00,0.00  Z:-240.00,-160.00
Parent: 2487,6] ChildBox 0)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-200.00,-160.00)
Parent: 2487,6] ChildBox 1)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-200.00,-160.00)
Parent: 2487,6] ChildBox 2)  X:(-80.00,-40.00)  Y:(-80.00,-40.00)  Z:(-240.00,-200.00)
Parent: 2487,6] ChildBox 3)  X:(-40.00,0.00)  Y:(-80.00,-40.00)  Z:(-240.00,-200.00)
Parent: 2487,6] ChildBox 4)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-200.00,-160.00)
Parent: 2487,6] ChildBox 5)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-200.00,-160.00)
Parent: 2487,6] ChildBox 6)  X:(-80.00,-40.00)  Y:(-40.00,0.00)  Z:(-240.00,-200.00)
Parent: 2487,6] ChildBox 7)  X:(-40.00,0.00)  Y:(-40.00,0.00)  Z:(-240.00,-200.00)
mzb:25, mmb:44  X:(-24.25,-15.73),  Y:(-20.70,-7.51),  Z:(-240.00,-235.08)
mzb:38, mmb:45  X:(-40.00,0.00),  Y:(-5.45,-2.60),  Z:(-214.50,-201.51)
mzb:170, mmb:80  X:(-3.28,-1.40),  Y:(-0.40,0.00),  Z:(-207.85,-202.39)
Parent: 2477,10] ChildBox 6)  X:(-160.00,-80.00)  Y:(-80.00,0.00)  Z:(-320.00,-240.00)
Parent: 2477,10] ChildBox 7)  X:(-80.00,0.00)  Y:(-80.00,0.00)  Z:(-320.00,-240.00)
mzb:20, mmb:66  X:(-68.43,-39.00),  Y:(-18.49,-6.83),  Z:(-281.00,-247.69)
mzb:21, mmb:70  X:(-65.37,-54.55),  Y:(-18.12,-7.49),  Z:(-291.61,-279.00)
Parent: 0,766] ChildBox 3)  X:(0.00,320.00)  Y:(-320.00,0.00)  Z:(-320.00,0.00)
mzb:1, mmb:66  X:(39.00,68.43),  Y:(-18.49,-6.83),  Z:(-112.31,-79.00)
mzb:2, mmb:70  X:(54.55,65.37),  Y:(-18.12,-7.49),  Z:(-81.00,-68.39)
mzb:26, mmb:32  X:(40.00,76.86),  Y:(-5.17,-2.21),  Z:(-200.00,-166.63)
mzb:28, mmb:32  X:(80.00,113.37),  Y:(-5.17,-2.21),  Z:(-156.86,-120.00)
mzb:29, mmb:42  X:(40.00,80.00),  Y:(-5.26,-1.72),  Z:(-157.50,-145.50)
mzb:31, mmb:30  X:(3.26,40.00),  Y:(-4.25,-1.34),  Z:(-200.00,-163.87)
mzb:32, mmb:30  X:(3.87,40.00),  Y:(-4.25,-1.34),  Z:(-156.74,-120.00)
mzb:34, mmb:37  X:(0.00,14.50),  Y:(-4.45,-1.96),  Z:(-94.50,-80.00)
mzb:36, mmb:34  X:(0.00,14.50),  Y:(-4.27,-1.25),  Z:(-214.50,-200.00)
mzb:47, mmb:36  X:(35.95,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:118, mmb:4  X:(11.53,12.23),  Y:(-5.22,-3.22),  Z:(-177.50,-173.56)
mzb:119, mmb:4  X:(10.14,10.84),  Y:(-5.63,-3.63),  Z:(-169.62,-165.68)
mzb:120, mmb:4  X:(10.48,11.85),  Y:(-5.37,-3.37),  Z:(-161.83,-158.07)
mzb:121, mmb:4  X:(13.82,16.39),  Y:(-5.37,-3.37),  Z:(-154.66,-151.60)
mzb:122, mmb:4  X:(25.79,27.86),  Y:(-5.84,-3.84),  Z:(-160.86,-157.44)
mzb:123, mmb:5  X:(23.73,26.48),  Y:(-3.83,-1.83),  Z:(-165.30,-162.55)
mzb:124, mmb:5  X:(29.53,32.26),  Y:(-3.56,-1.56),  Z:(-156.57,-153.84)
mzb:125, mmb:5  X:(13.74,16.53),  Y:(-3.35,-1.35),  Z:(-149.67,-146.88)
mzb:126, mmb:4  X:(11.29,12.15),  Y:(-5.42,-3.42),  Z:(-185.20,-181.30)
mzb:128, mmb:6  X:(35.94,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:131, mmb:15  X:(20.80,28.13),  Y:(-5.15,-3.47),  Z:(-148.31,-140.11)
mzb:132, mmb:16  X:(23.66,28.77),  Y:(-6.50,-2.52),  Z:(-176.23,-170.92)
mzb:156, mmb:76  X:(96.43,97.54),  Y:(-0.10,0.00),  Z:(-154.05,-152.75)
mzb:160, mmb:80  X:(96.71,98.59),  Y:(-0.40,0.00),  Z:(-158.31,-152.84)
mzb:161, mmb:81  X:(77.32,81.69),  Y:(-0.30,0.00),  Z:(-160.65,-153.63)
mzb:166, mmb:76  X:(0.88,1.99),  Y:(-0.10,0.00),  Z:(-197.53,-196.22)
ParentNode [2498,26] X:0.00,320.00  Y:-320.00,0.00  Z:-320.00,0.00
Parent: 2498,26] ChildBox 0)  X:(0.00,160.00)  Y:(-320.00,-160.00)  Z:(-160.00,0.00)
Parent: 2498,26] ChildBox 1)  X:(160.00,320.00)  Y:(-320.00,-160.00)  Z:(-160.00,0.00)
Parent: 2498,26] ChildBox 2)  X:(0.00,160.00)  Y:(-320.00,-160.00)  Z:(-320.00,-160.00)
Parent: 2498,26] ChildBox 3)  X:(160.00,320.00)  Y:(-320.00,-160.00)  Z:(-320.00,-160.00)
Parent: 2498,26] ChildBox 4)  X:(0.00,160.00)  Y:(-160.00,0.00)  Z:(-160.00,0.00)
mzb:1, mmb:66  X:(39.00,68.43),  Y:(-18.49,-6.83),  Z:(-112.31,-79.00)
mzb:2, mmb:70  X:(54.55,65.37),  Y:(-18.12,-7.49),  Z:(-81.00,-68.39)
mzb:28, mmb:32  X:(80.00,113.37),  Y:(-5.17,-2.21),  Z:(-156.86,-120.00)
mzb:29, mmb:42  X:(40.00,80.00),  Y:(-5.26,-1.72),  Z:(-157.50,-145.50)
mzb:32, mmb:30  X:(3.87,40.00),  Y:(-4.25,-1.34),  Z:(-156.74,-120.00)
mzb:34, mmb:37  X:(0.00,14.50),  Y:(-4.45,-1.96),  Z:(-94.50,-80.00)
mzb:47, mmb:36  X:(35.95,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:121, mmb:4  X:(13.82,16.39),  Y:(-5.37,-3.37),  Z:(-154.66,-151.60)
mzb:124, mmb:5  X:(29.53,32.26),  Y:(-3.56,-1.56),  Z:(-156.57,-153.84)
mzb:125, mmb:5  X:(13.74,16.53),  Y:(-3.35,-1.35),  Z:(-149.67,-146.88)
mzb:128, mmb:6  X:(35.94,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:131, mmb:15  X:(20.80,28.13),  Y:(-5.15,-3.47),  Z:(-148.31,-140.11)
mzb:156, mmb:76  X:(96.43,97.54),  Y:(-0.10,0.00),  Z:(-154.05,-152.75)
mzb:160, mmb:80  X:(96.71,98.59),  Y:(-0.40,0.00),  Z:(-158.31,-152.84)
ParentNode [2524,14] X:0.00,160.00  Y:-160.00,0.00  Z:-160.00,0.00
Parent: 2524,14] ChildBox 0)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(-80.00,0.00)
Parent: 2524,14] ChildBox 1)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(-80.00,0.00)
Parent: 2524,14] ChildBox 2)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(-160.00,-80.00)
Parent: 2524,14] ChildBox 3)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(-160.00,-80.00)
Parent: 2524,14] ChildBox 4)  X:(0.00,80.00)  Y:(-80.00,0.00)  Z:(-80.00,0.00)
Parent: 2524,14] ChildBox 5)  X:(80.00,160.00)  Y:(-80.00,0.00)  Z:(-80.00,0.00)
Parent: 2524,14] ChildBox 6)  X:(0.00,80.00)  Y:(-80.00,0.00)  Z:(-160.00,-80.00)
mzb:29, mmb:42  X:(40.00,80.00),  Y:(-5.26,-1.72),  Z:(-157.50,-145.50)
mzb:32, mmb:30  X:(3.87,40.00),  Y:(-4.25,-1.34),  Z:(-156.74,-120.00)
mzb:47, mmb:36  X:(35.95,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:121, mmb:4  X:(13.82,16.39),  Y:(-5.37,-3.37),  Z:(-154.66,-151.60)
mzb:124, mmb:5  X:(29.53,32.26),  Y:(-3.56,-1.56),  Z:(-156.57,-153.84)
mzb:125, mmb:5  X:(13.74,16.53),  Y:(-3.35,-1.35),  Z:(-149.67,-146.88)
mzb:128, mmb:6  X:(35.94,40.00),  Y:(-18.00,-7.62),  Z:(-104.39,-95.63)
mzb:131, mmb:15  X:(20.80,28.13),  Y:(-5.15,-3.47),  Z:(-148.31,-140.11)
ParentNode [2538,8] X:0.00,80.00  Y:-80.00,0.00  Z:-160.00,-80.00
Parent: 2538,8] ChildBox 0)  X:(0.00,40.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2538,8] ChildBox 1)  X:(40.00,80.00)  Y:(-80.00,-40.00)  Z:(-120.00,-80.00)
Parent: 2538,8] ChildBox 2)  X:(0.00,40.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2538,8] ChildBox 3)  X:(40.00,80.00)  Y:(-80.00,-40.00)  Z:(-160.00,-120.00)
Parent: 2538,8] ChildBox 4)  X:(0.00,40.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
Parent: 2538,8] ChildBox 5)  X:(40.00,80.00)  Y:(-40.00,0.00)  Z:(-120.00,-80.00)
Parent: 2538,8] ChildBox 6)  X:(0.00,40.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
mzb:121, mmb:4  X:(13.82,16.39),  Y:(-5.37,-3.37),  Z:(-154.66,-151.60)
mzb:124, mmb:5  X:(29.53,32.26),  Y:(-3.56,-1.56),  Z:(-156.57,-153.84)
mzb:125, mmb:5  X:(13.74,16.53),  Y:(-3.35,-1.35),  Z:(-149.67,-146.88)
mzb:131, mmb:15  X:(20.80,28.13),  Y:(-5.15,-3.47),  Z:(-148.31,-140.11)
ParentNode [2546,4] X:0.00,40.00  Y:-40.00,0.00  Z:-160.00,-120.00
Parent: 2546,4] ChildBox 0)  X:(0.00,20.00)  Y:(-40.00,-20.00)  Z:(-140.00,-120.00)
Parent: 2546,4] ChildBox 1)  X:(20.00,40.00)  Y:(-40.00,-20.00)  Z:(-140.00,-120.00)
Parent: 2546,4] ChildBox 2)  X:(0.00,20.00)  Y:(-40.00,-20.00)  Z:(-160.00,-140.00)
Parent: 2546,4] ChildBox 3)  X:(20.00,40.00)  Y:(-40.00,-20.00)  Z:(-160.00,-140.00)
Parent: 2546,4] ChildBox 4)  X:(0.00,20.00)  Y:(-20.00,0.00)  Z:(-140.00,-120.00)
Parent: 2546,4] ChildBox 5)  X:(20.00,40.00)  Y:(-20.00,0.00)  Z:(-140.00,-120.00)
Parent: 2546,4] ChildBox 6)  X:(0.00,20.00)  Y:(-20.00,0.00)  Z:(-160.00,-140.00)
mzb:121, mmb:4  X:(13.82,16.39),  Y:(-5.37,-3.37),  Z:(-154.66,-151.60)
mzb:125, mmb:5  X:(13.74,16.53),  Y:(-3.35,-1.35),  Z:(-149.67,-146.88)
Parent: 2546,4] ChildBox 7)  X:(20.00,40.00)  Y:(-20.00,0.00)  Z:(-160.00,-140.00)
mzb:124, mmb:5  X:(29.53,32.26),  Y:(-3.56,-1.56),  Z:(-156.57,-153.84)
mzb:131, mmb:15  X:(20.80,28.13),  Y:(-5.15,-3.47),  Z:(-148.31,-140.11)
Parent: 2538,8] ChildBox 7)  X:(40.00,80.00)  Y:(-40.00,0.00)  Z:(-160.00,-120.00)
Parent: 2524,14] ChildBox 7)  X:(80.00,160.00)  Y:(-80.00,0.00)  Z:(-160.00,-80.00)
mzb:156, mmb:76  X:(96.43,97.54),  Y:(-0.10,0.00),  Z:(-154.05,-152.75)
mzb:160, mmb:80  X:(96.71,98.59),  Y:(-0.40,0.00),  Z:(-158.31,-152.84)
Parent: 2498,26] ChildBox 5)  X:(160.00,320.00)  Y:(-160.00,0.00)  Z:(-160.00,0.00)
Parent: 2498,26] ChildBox 6)  X:(0.00,160.00)  Y:(-160.00,0.00)  Z:(-320.00,-160.00)
mzb:26, mmb:32  X:(40.00,76.86),  Y:(-5.17,-2.21),  Z:(-200.00,-166.63)
mzb:31, mmb:30  X:(3.26,40.00),  Y:(-4.25,-1.34),  Z:(-200.00,-163.87)
mzb:36, mmb:34  X:(0.00,14.50),  Y:(-4.27,-1.25),  Z:(-214.50,-200.00)
mzb:118, mmb:4  X:(11.53,12.23),  Y:(-5.22,-3.22),  Z:(-177.50,-173.56)
mzb:119, mmb:4  X:(10.14,10.84),  Y:(-5.63,-3.63),  Z:(-169.62,-165.68)
mzb:123, mmb:5  X:(23.73,26.48),  Y:(-3.83,-1.83),  Z:(-165.30,-162.55)
mzb:126, mmb:4  X:(11.29,12.15),  Y:(-5.42,-3.42),  Z:(-185.20,-181.30)
mzb:132, mmb:16  X:(23.66,28.77),  Y:(-6.50,-2.52),  Z:(-176.23,-170.92)
mzb:166, mmb:76  X:(0.88,1.99),  Y:(-0.10,0.00),  Z:(-197.53,-196.22)
ParentNode [2556,9] X:0.00,160.00  Y:-160.00,0.00  Z:-320.00,-160.00
Parent: 2556,9] ChildBox 0)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(-240.00,-160.00)
Parent: 2556,9] ChildBox 1)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(-240.00,-160.00)
Parent: 2556,9] ChildBox 2)  X:(0.00,80.00)  Y:(-160.00,-80.00)  Z:(-320.00,-240.00)
Parent: 2556,9] ChildBox 3)  X:(80.00,160.00)  Y:(-160.00,-80.00)  Z:(-320.00,-240.00)
Parent: 2556,9] ChildBox 4)  X:(0.00,80.00)  Y:(-80.00,0.00)  Z:(-240.00,-160.00)
mzb:26, mmb:32  X:(40.00,76.86),  Y:(-5.17,-2.21),  Z:(-200.00,-166.63)
